max_flux,label,温度,频率Hz,损耗
0.01145,正弦波,25,251170,2014.35
0.030974735,正弦波,25,251170,26883.66111
0.011457936,正弦波,25,251170,1977.066045
0.024824795,正弦波,25,158510,7814.301848
0.012364974,正弦波,25,398100,5754.900881
0.061791916,正弦波,25,251170,159206.3486
0.039496539,正弦波,25,79460,11465.36178
0.024486399,正弦波,25,251170,14443.52385
0.049428226,正弦波,25,158500,46047.85822
0.156891859,正弦波,25,50020,161658.0093
0.0318,正弦波,25,63020,5234.05
0.01965,正弦波,25,125860,3117.87
0.039231367,正弦波,25,316230,72878.8969
0.079200384,正弦波,25,125860,108135.2586
0.024534356,正弦波,25,316230,21014.88262
0.024521895,正弦波,25,251170,14443.52385
0.038736762,正弦波,25,398100,106053.1424
0.049470304,正弦波,25,125860,34615.10872
0.062435494,正弦波,25,199500,116460.6064
0.07767,正弦波,25,199510,201548.74
0.025242791,正弦波,25,79470,3544.608535
0.01559,正弦波,25,251170,4409.77
0.12658,正弦波,25,99950,232432.01
0.157293626,正弦波,25,63020,214383.5098
0.050634777,正弦波,25,79470,21196.39962
0.0401012,正弦波,25,63020,9298.995381
0.019770689,正弦波,25,99950,2319.332205
0.099757509,正弦波,25,125850,182863.1338
0.03132,正弦波,25,125860,11108.17
0.049385304,正弦波,25,251170,91318.66675
0.025242791,正弦波,25,79470,3544.608535
0.06171101,正弦波,25,398100,352275.4003
0.012000749,正弦波,25,501180,8925.506713
0.01552,正弦波,25,158500,2228.33
0.03196,正弦波,25,50020,3484.68
0.04043,正弦波,25,63020,9474.04
0.039734279,正弦波,25,99950,15119.1281
0.199889558,正弦波,25,63020,348278.3422
0.078925504,正弦波,25,79470,60921.92187
0.024687214,正弦波,25,501180,53588.98607
0.061823779,正弦波,25,316230,233091.8182
0.0119275,正弦波,25,398100,5315.359378
0.062980557,正弦波,25,79460,36044.49331
0.15353,正弦波,25,99950,367493.3
0.03973,正弦波,25,99950,15398.34
0.123402255,正弦波,25,125860,298847.0769
0.2390959,正弦波,25,99950,982995.8836
0.062233844,正弦波,25,125860,60739.63926
0.039087333,正弦波,25,158500,25500.82287
0.0793,正弦波,25,158500,151066.13
0.079165063,正弦波,25,99950,79346.66365
0.03132,正弦波,25,125860,11108.17
0.079165063,正弦波,25,99950,79346.66365
0.158115531,正弦波,25,125860,510142.7388
0.049616473,正弦波,25,199500,64175.38504
